GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),20588.87988959341,,,,,Summary1.As1,EST,2015,Subsector,1. Energy
                                           Sectoral approach(2),15527.254942411353,1.21648704018172,0.19417120301746,,,Summary1.As1,EST,2015,Subsector,1. Energy
1.  Energy industries,11814.429988242591,0.31295187817646,0.06788655504375,,,Summary1.As1,EST,2015,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,653.2781215091413,0.07202867864428,0.01184141861775,,,Summary1.As1,EST,2015,Subsector,1. Energy
3.  Transport,2288.3418180069743,0.15981150702547,0.08777022733288,,,Summary1.As1,EST,2015,Subsector,1. Energy
4.  Other sectors,771.2050146526457,0.67169497633551,0.02667300202308,,,Summary1.As1,EST,2015,Subsector,1. Energy
B. Fugitive emissions from fuels,0.03105008283574,0.8177613667904,,,,Summary1.As1,EST,2015,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,0.03105008283574,0.8177613667904,,,,Summary1.As1,EST,2015,Subsector,1. Energy
A.  Mineral industry,262.84085772367916,,,,,Summary1.As1,EST,2015,Subsector,1. Energy
C.  Metal industry,3.03044099104304,,,,,Summary1.As1,EST,2015,Subsector,1. Energy
