GREENHOUSE GAS SOURCE AND SINK CATEGORIES,CO2 (kt),CH4,N2O,HFCs (1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level,Parent_Sector
3.  Agriculture,1570.3225281620612,1081.377448128633,54.98736285553965,,,,,,30.33862163422098,"NO,NE,NA",117.2436486360645,NO,2005,Subsector,Indirect CO2
A.  Enteric fermentation,,914.4122927821281,,,,,,,,,,,2005,Subsector,Indirect CO2
B.  Manure management,,156.92611791529484,10.69273070061971,,,,,,,,76.1676641069052,,2005,Subsector,Indirect CO2
C.  Rice cultivation,,NO,,,,,,,,,NO,,2005,Subsector,Indirect CO2
D.  Agricultural soils,,NE,43.82048743001639,,,,,,28.5242586202295,NE,41.0759845291593,,2005,Subsector,Indirect CO2
E.  Prescribed burning of savannas,,NO,NO,,,,,,NO,NO,NO,,2005,Subsector,Indirect CO2
F.  Field burning of agricultural residues,,NO,NO,,,,,,NO,NO,NO,,2005,Subsector,Indirect CO2
G. Liming,1380.4510049826836,,,,,,,,,,,,2005,Subsector,Indirect CO2
H. Urea application,186.73766674111198,,,,,,,,,,,,2005,Subsector,Indirect CO2
I.  Other carbon-contining fertilizers,NO,,,,,,,,,,,,2005,Subsector,Indirect CO2
J.  Other ,3.13385643826553,10.03903743121003,0.47414472490355,,,,,,1.81436301399148,"NO,NE,NA","NO,NE,NA",NO,2005,Subsector,Indirect CO2
"4.  Land use, land-use change and forestry  (4)",-3616.9083917041617,198.65009710115555,5.79764564956108,,,,,,1.3488569628304,40.70137370221517,NO,NO,2005,Subsector,Indirect CO2
A. Forest land (4),-18455.910628150395,4.18446197689059,1.69955163165819,,,,,,0.25774605524662,9.29671883478646,NO,,2005,Subsector,Indirect CO2
B. Cropland (4),13449.900576097429,11.62578089413016,1.68341014582452,,,,,,0.00263716019871,0.09531331017733,NO,,2005,Subsector,Indirect CO2
C. Grassland (4),-1053.1037412172716,98.63017181744254,0.10629713074481,,,,,,0.85900194519604,23.12484727917574,NO,,2005,Subsector,Indirect CO2
D. Wetlands (4),698.3373518018684,83.42600739176159,0.07442770232855,,,,,,0.06291369909011,2.24392193421408,NO,,2005,Subsector,Indirect CO2
E. Settlements (4),4151.669118742511,0.26094102818831,1.09653876848502,,,,,,0.16655810309892,5.94057234386156,NO,,2005,Subsector,Indirect CO2
F. Other land (4),NO,NO,NO,,,,,,NO,NO,NO,,2005,Subsector,Indirect CO2
G. Harvested wood products ,-2407.801068978303,,,,,,,,,,,,2005,Subsector,Indirect CO2
H. Other  (4),"NO,IE",0.52273399274237,0.4010212686535,,,,,,NO,NO,NO,NO,2005,Subsector,Indirect CO2
5.  Waste,539.2044098749911,1839.173091480709,4.3554145459438,,,,,,2.21828117424409,33.64267813211865,14.80230974211984,0.93851254942662,2005,Subsector,Indirect CO2
A.  Solid waste disposal (5),"NO,NE",1755.5843076900198,,,,,,,"NO,NE","NO,NE",6.6291168389162,,2005,Subsector,Indirect CO2
B.  Biological treatment of solid waste (5),,15.53698462657834,0.92197734259317,,,,,,NE,NE,NE,,2005,Subsector,Indirect CO2
C.  Incineration and open burning of waste (5),539.2044098749911,2.73180311879361,0.28891840011885,,,,,,2.21828117424409,33.64267813211865,7.81441144385758,0.93851254942662,2005,Subsector,Indirect CO2
D.  Wastewater treatment and discharge,,65.3199960453172,3.14451880323178,,,,,,"NO,NE","NO,NE",0.35878145934606,,2005,Subsector,Indirect CO2
E.  Other (5),NO,NO,NO,,,,,,NO,NO,NO,NO,2005,Subsector,Indirect CO2
6.  Other   (please specify)(6),NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,2005,Subsector,Indirect CO2
Note: All footnotes for this table are given at the end of the table on sheet 3.,,,,,,,,,,,,,2005,Subsector,Indirect CO2
