GREENHOUSE GAS SOURCE AND SINK CATEGORIES,CO2 (kt),CH4,N2O,HFCs (1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level,Parent_Sector
3.  Agriculture,1641.5733894450811,1052.549387921461,52.35699196873851,,,,,,28.14467268216816,"NO,NE,NA",115.42291018434372,NO,2007,Subsector,Multilateral operations
A.  Enteric fermentation,,887.3320981033988,,,,,,,,,,,2007,Subsector,Multilateral operations
B.  Manure management,,155.49242563234714,10.30544851019885,,,,,,,,74.61938330125074,,2007,Subsector,Multilateral operations
C.  Rice cultivation,,NO,,,,,,,,,NO,,2007,Subsector,Multilateral operations
D.  Agricultural soils,,NE,41.60676323742716,,,,,,26.39299968162092,NE,40.80352688309299,,2007,Subsector,Multilateral operations
E.  Prescribed burning of savannas,,NO,NO,,,,,,NO,NO,NO,,2007,Subsector,Multilateral operations
F.  Field burning of agricultural residues,,NO,NO,,,,,,NO,NO,NO,,2007,Subsector,Multilateral operations
G. Liming,1386.3679899186209,,,,,,,,,,,,2007,Subsector,Multilateral operations
H. Urea application,252.19250404999846,,,,,,,,,,,,2007,Subsector,Multilateral operations
I.  Other carbon-contining fertilizers,NO,,,,,,,,,,,,2007,Subsector,Multilateral operations
J.  Other ,3.01289547646186,9.72486418571492,0.4447802211125,,,,,,1.75167300054724,"NO,NE,NA","NO,NE,NA",NO,2007,Subsector,Multilateral operations
"4.  Land use, land-use change and forestry  (4)",-4337.019740424854,199.26209407721763,5.61868066365788,,,,,,1.77902736249145,46.49935499942903,NO,NO,2007,Subsector,Multilateral operations
A. Forest land (4),-18839.244608896533,4.14294667568457,1.66936474246298,,,,,,0.22972943847443,8.29165139190957,NO,,2007,Subsector,Multilateral operations
B. Cropland (4),13217.494412997463,11.58435509065206,1.59186104677707,,,,,,0.00272625009862,0.10032600362919,NO,,2007,Subsector,Multilateral operations
C. Grassland (4),-1104.838424297988,99.27481786809774,0.13751025798608,,,,,,1.38984829837056,32.51757720935079,NO,,2007,Subsector,Multilateral operations
D. Wetlands (4),616.8990772818406,83.59545194987113,0.07459706141008,,,,,,0.06653897709177,2.37322351627304,NO,,2007,Subsector,Multilateral operations
E. Settlements (4),4046.200033349402,0.14128889091451,1.04874434163543,,,,,,0.09018439845607,3.21657687826644,NO,,2007,Subsector,Multilateral operations
F. Other land (4),NO,NO,NO,,,,,,NO,NO,NO,,2007,Subsector,Multilateral operations
G. Harvested wood products ,-2273.5302308590362,,,,,,,,,,,,2007,Subsector,Multilateral operations
H. Other  (4),"NO,IE",0.52323360199762,0.39665976681756,,,,,,NO,NO,NO,NO,2007,Subsector,Multilateral operations
5.  Waste,453.0504957286163,1600.5010866590949,4.60284643220396,,,,,,2.00962890294174,32.88597065955728,14.00504600393411,0.89087641217755,2007,Subsector,Multilateral operations
A.  Solid waste disposal (5),"NO,NE",1496.8076898346073,,,,,,,"NO,NE","NO,NE",5.73048832396927,,2007,Subsector,Multilateral operations
B.  Biological treatment of solid waste (5),,19.63930074768659,1.16523656427849,,,,,,NE,NE,NE,,2007,Subsector,Multilateral operations
C.  Incineration and open burning of waste (5),453.0504957286163,2.62857057887276,0.28300724863348,,,,,,2.00962890294174,32.88597065955728,7.68532076108228,0.89087641217755,2007,Subsector,Multilateral operations
D.  Wastewater treatment and discharge,,81.4255254979283,3.15460261929199,,,,,,"NO,NE","NO,NE",0.58923691888256,,2007,Subsector,Multilateral operations
E.  Other (5),NO,NO,NO,,,,,,NO,NO,NO,NO,2007,Subsector,Multilateral operations
6.  Other   (please specify)(6),NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,2007,Subsector,Multilateral operations
Note: All footnotes for this table are given at the end of the table on sheet 3.,,,,,,,,,,,,,2007,Subsector,Multilateral operations
