GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level,Parent_Sector
Total national emissions and removals,577002.1620812862,5081.999547565378,139.2449717514107,14537.303027826963,546.4092799665525,"NO,NE",0.05294168695483,1.343168743e-05,2560.1562303064425,6776.448218043948,2382.486001794434,2825.7763092285027,1994,Subsector,6.  Other   (please specify)(6)
1. Energy,531410.7662984238,1120.7428995340747,12.19352555004721,,,,,,2476.5928273908394,6098.362267974328,1422.5966783892263,2742.763566450719,1994,Subsector,6.  Other   (please specify)(6)
A. Fuel combustion     Reference approach(2),524563.9573584192,,,,,,,,,,,,1994,Subsector,6.  Other   (please specify)(6)
                                           Sectoral approach(2),523985.24638654036,118.02012472754406,12.00104479428206,,,,,,2471.5183640933683,6042.281454448066,914.4630088801377,2727.800575404893,1994,Subsector,6.  Other   (please specify)(6)
1.  Energy industries,204502.41875183818,10.0590967352788,4.0557706928745,,,,,,650.7056592017126,135.3688668858754,9.96882802635806,1966.8639536994654,1994,Subsector,6.  Other   (please specify)(6)
2.  Manufacturing industries and construction                          ,73103.39220920968,4.13416591761713,0.97910713648861,,,,,,323.7584704195072,476.099624652197,28.77861092605762,387.0148768621754,1994,Subsector,6.  Other   (please specify)(6)
3.  Transport,123412.65892346363,43.83281270184124,5.60562039088364,,,,,,1242.49539611166,4441.622134359396,797.2737771828064,154.53103375347868,1994,Subsector,6.  Other   (please specify)(6)
4.  Other sectors,119000.13779905609,59.88882795844012,1.21851417437353,,,,,,224.2916272033917,980.5612920771036,76.84768497254757,210.77883488924613,1994,Subsector,6.  Other   (please specify)(6)
5.  Other,3966.6387029727402,0.10522141436677,0.14203239966178,,,,,,30.2672111570966,8.62953647349428,1.59410777236815,8.61187620052771,1994,Subsector,6.  Other   (please specify)(6)
B. Fugitive emissions from fuels,7425.519911883423,1002.7227748065307,0.19248075576515,,,,,,5.07446329747148,56.08081352626105,508.1336695090886,14.96299104582544,1994,Subsector,6.  Other   (please specify)(6)
1.  Solid fuels,791.7676864289202,550.9598691629755,8.7156e-05,,,,,,0.43414507,34.73016860981895,100.83000425204297,14.30793201790261,1994,Subsector,6.  Other   (please specify)(6)
2.  Oil and natural gas and other emissions from energy production,6633.752225454503,451.76290564355514,0.19239359976515,,,,,,4.64031822747148,21.3506449164421,407.3036652570456,0.65505902792283,1994,Subsector,6.  Other   (please specify)(6)
C. CO2 Transport and storage,NO,,,,,,,,,,,,1994,Subsector,6.  Other   (please specify)(6)
2.  Industrial processes and product use,41887.94475758753,11.69049309473291,55.11528601009812,14537.303027826963,546.4092799665525,"NO,NE",0.05294168695483,1.343168743e-05,40.40346163175881,625.8321033763079,825.6818920307571,78.19673627538383,1994,Subsector,6.  Other   (please specify)(6)
A.  Mineral industry,9075.512596453364,,,,,,,,NO,3.64554454295413,3.36245682528228,9.13022158774626,1994,Subsector,6.  Other   (please specify)(6)
B.  Chemical industry,7715.727862139439,9.23831358243582,53.03196812908923,14052.68090475102,72.23674057602744,NO,NO,NO,15.73535673738298,94.47228158094319,156.40185913541077,35.93308286965747,1994,Subsector,6.  Other   (please specify)(6)
C.  Metal industry,23456.046025778644,1.59617418382065,0.06869216428487,NO,361.30848874656,,0.01698125,,23.17832469243236,515.0429289417215,4.22747081567392,28.70389611187637,1994,Subsector,6.  Other   (please specify)(6)
D.  Non-energy products from fuels and solvent use ,1640.658273216084,"NO,IE","NO,NE,IE",,,,,,"NO,IE","NO,IE",571.1433441785521,1.80659490221679,1994,Subsector,6.  Other   (please specify)(6)
E.  Electronic industry ,,,,9.15471510417915,"NO,NE,IE","NO,NE","NO,NE,IE",1.343168743e-05,,,,,1994,Subsector,6.  Other   (please specify)(6)
F.  Product uses as substitutes for ODS,,,,475.4674079717643,NO,,,,,,,,1994,Subsector,6.  Other   (please specify)(6)
G.  Other product manufacture and use ,NO,NO,2.01462571672402,,112.86405064396511,,0.03596043695483,,0.1783098,5.4582611,0.47945524,NO,1994,Subsector,6.  Other   (please specify)(6)
H.  Other(3),"IE,NE,NO",0.85600532847644,NO,,,,,,1.31147040194347,7.21308721068909,90.06730583583806,2.62294080388694,1994,Subsector,6.  Other   (please specify)(6)
Note: All footnotes for this table are given at the end of the table on sheet 3.,,,,,,,,,,,,,1994,Subsector,6.  Other   (please specify)(6)
